,td_date
4294,2007-12-14
4295,2007-12-21
4296,2008-01-04
4297,2008-01-11
4298,2008-01-18
4299,2008-01-25
4300,2008-02-05
4301,2008-02-15
4302,2008-02-22
4303,2008-03-07
4304,2008-03-14
4305,2008-03-21
4306,2008-03-28
4307,2008-04-03
4308,2008-04-11
4309,2008-04-18
4310,2008-04-25
4311,2008-05-09
4312,2008-05-16
4313,2008-05-23
4314,2008-06-06
4315,2008-06-13
4316,2008-06-20
4317,2008-06-27
4318,2008-07-04
4319,2008-07-11
4320,2008-07-18
4321,2008-07-25
4322,2008-08-08
4323,2008-08-15
4324,2008-08-22
4325,2008-09-05
4326,2008-09-12
4327,2008-09-19
4328,2008-10-10
4329,2008-10-17
4330,2008-10-24
4331,2008-11-07
4332,2008-11-14
4333,2008-11-21
4334,2008-12-05
4335,2008-12-12
4336,2008-12-19
4337,2008-12-26
4338,2009-01-09
4339,2009-01-16
4340,2009-02-06
4341,2009-02-13
4342,2009-02-20
4343,2009-03-06
4344,2009-03-13
4345,2009-03-20
4346,2009-03-27
4347,2009-04-03
4348,2009-04-10
4349,2009-04-17
4350,2009-04-24
4351,2009-05-08
4352,2009-05-15
4353,2009-05-22
4354,2009-06-05
4355,2009-06-12
4356,2009-06-19
4357,2009-06-26
4358,2009-07-03
4359,2009-07-10
4360,2009-07-17
4361,2009-07-24
4362,2009-08-07
4363,2009-08-14
4364,2009-08-21
4365,2009-08-28
4366,2009-09-04
4367,2009-09-11
4368,2009-09-18
4369,2009-09-25
4370,2009-10-16
4371,2009-10-23
4372,2009-11-06
4373,2009-11-13
4374,2009-11-20
4375,2009-11-27
4376,2009-12-04
4377,2009-12-11
4378,2009-12-18
4379,2009-12-25
4380,2010-01-08
4381,2010-01-15
4382,2010-01-22
4383,2010-02-05
4384,2010-02-12
4385,2010-03-05
4386,2010-03-12
4387,2010-03-19
4388,2010-03-26
4389,2010-04-02
4390,2010-04-09
4391,2010-04-16
4392,2010-04-23
4393,2010-05-07
4394,2010-05-14
4395,2010-05-21
4396,2010-05-28
4397,2010-06-04
4398,2010-06-11
4399,2010-06-18
4400,2010-06-25
4401,2010-07-02
4402,2010-07-09
4403,2010-07-16
4404,2010-07-23
4405,2010-08-06
4406,2010-08-13
4407,2010-08-20
4408,2010-08-27
4409,2010-09-03
4410,2010-09-10
4411,2010-09-17
4412,2010-09-21
4413,2010-10-15
4414,2010-10-22
4415,2010-11-05
4416,2010-11-12
4417,2010-11-19
4418,2010-11-26
4419,2010-12-03
4420,2010-12-10
4421,2010-12-17
4422,2010-12-24
4423,2011-01-07
4424,2011-01-14
4425,2011-01-21
4426,2011-01-28
4427,2011-02-11
4428,2011-02-18
4429,2011-02-25
4430,2011-03-04
4431,2011-03-11
4432,2011-03-18
4433,2011-03-25
4434,2011-04-08
4435,2011-04-15
4436,2011-04-22
4437,2011-05-06
4438,2011-05-13
4439,2011-05-20
4440,2011-05-27
4441,2011-06-03
4442,2011-06-10
4443,2011-06-17
4444,2011-06-24
4445,2011-07-08
4446,2011-07-15
4447,2011-07-22
4448,2011-08-05
4449,2011-08-12
4450,2011-08-19
4451,2011-08-26
4452,2011-09-02
4453,2011-09-09
4454,2011-09-16
4455,2011-09-23
4456,2011-10-14
4457,2011-10-21
4458,2011-10-28
4459,2011-11-04
4460,2011-11-11
4461,2011-11-18
4462,2011-11-25
4463,2011-12-02
4464,2011-12-09
4465,2011-12-16
4466,2011-12-23
4467,2012-01-06
4468,2012-01-13
4469,2012-01-20
4470,2012-02-03
4471,2012-02-10
4472,2012-02-17
4473,2012-02-24
4474,2012-03-02
4475,2012-03-09
4476,2012-03-16
4477,2012-03-23
4478,2012-04-06
4479,2012-04-13
4480,2012-04-20
4481,2012-05-04
4482,2012-05-11
4483,2012-05-18
4484,2012-05-25
4485,2012-06-08
4486,2012-06-15
4487,2012-06-21
4488,2012-07-06
4489,2012-07-13
4490,2012-07-20
4491,2012-07-27
4492,2012-08-03
4493,2012-08-10
4494,2012-08-17
4495,2012-08-24
4496,2012-09-07
4497,2012-09-14
4498,2012-09-21
4499,2012-10-12
4500,2012-10-19
4501,2012-10-26
4502,2012-11-02
4503,2012-11-09
4504,2012-11-16
4505,2012-11-23
4506,2012-12-07
4507,2012-12-14
4508,2012-12-21
4509,2012-12-28
4510,2013-01-11
4511,2013-01-18
4512,2013-01-25
4513,2013-02-08
4514,2013-02-22
4515,2013-03-08
4516,2013-03-15
4517,2013-03-22
4518,2013-04-03
4519,2013-04-12
4520,2013-04-19
4521,2013-05-03
4522,2013-05-10
4523,2013-05-17
4524,2013-05-24
4525,2013-06-07
4526,2013-06-14
4527,2013-06-21
4528,2013-07-05
4529,2013-07-12
4530,2013-07-19
4531,2013-07-26
4532,2013-08-02
4533,2013-08-09
4534,2013-08-16
4535,2013-08-23
4536,2013-09-06
4537,2013-09-13
4538,2013-09-18
4539,2013-09-27
4540,2013-10-11
4541,2013-10-18
4542,2013-10-25
4543,2013-11-08
4544,2013-11-15
4545,2013-11-22
4546,2013-12-06
4547,2013-12-13
4548,2013-12-20
4549,2013-12-27
4550,2014-01-03
4551,2014-01-10
4552,2014-01-17
4553,2014-01-24
4554,2014-02-14
4555,2014-02-21
4556,2014-03-07
4557,2014-03-14
4558,2014-03-21
4559,2014-03-28
4560,2014-04-04
4561,2014-04-11
4562,2014-04-18
4563,2014-04-25
4564,2014-05-09
4565,2014-05-16
4566,2014-05-23
4567,2014-06-06
4568,2014-06-13
4569,2014-06-20
4570,2014-06-27
4571,2014-07-04
4572,2014-07-11
4573,2014-07-18
4574,2014-07-25
4575,2014-08-08
4576,2014-08-15
4577,2014-08-22
4578,2014-09-05
4579,2014-09-12
4580,2014-09-19
4581,2014-09-26
4582,2014-10-10
4583,2014-10-17
4584,2014-10-24
4585,2014-11-07
4586,2014-11-14
4587,2014-11-21
4588,2014-12-05
4589,2014-12-12
4590,2014-12-19
4591,2014-12-26
4592,2015-01-09
4593,2015-01-16
4594,2015-01-23
4595,2015-02-06
4596,2015-02-13
4597,2015-02-17
4598,2015-03-06
4599,2015-03-13
4600,2015-03-20
4601,2015-03-27
4602,2015-04-03
4603,2015-04-10
4604,2015-04-17
4605,2015-04-24
4606,2015-05-08
4607,2015-05-15
4608,2015-05-22
4609,2015-06-05
4610,2015-06-12
4611,2015-06-19
4612,2015-06-26
4613,2015-07-03
4614,2015-07-10
4615,2015-07-17
4616,2015-07-24
4617,2015-08-07
4618,2015-08-14
4619,2015-08-21
4620,2015-08-28
4621,2015-09-02
4622,2015-09-11
4623,2015-09-18
4624,2015-09-25
4625,2015-10-09
4626,2015-10-16
4627,2015-10-23
4628,2015-11-06
4629,2015-11-13
4630,2015-11-20
4631,2015-11-27
4632,2015-12-04
4633,2015-12-11
4634,2015-12-18
4635,2015-12-25
4636,2016-01-08
4637,2016-01-15
4638,2016-01-22
4639,2016-02-05
4640,2016-02-19
4641,2016-02-26
4642,2016-03-04
4643,2016-03-11
4644,2016-03-18
4645,2016-03-25
4646,2016-04-08
4647,2016-04-15
4648,2016-04-22
4649,2016-05-06
4650,2016-05-13
4651,2016-05-20
4652,2016-05-27
4653,2016-06-03
4654,2016-06-08
4655,2016-06-17
4656,2016-06-24
4657,2016-07-08
4658,2016-07-15
4659,2016-07-22
4660,2016-08-05
4661,2016-08-12
4662,2016-08-19
4663,2016-08-26
4664,2016-09-02
4665,2016-09-09
4666,2016-09-14
4667,2016-09-23
4668,2016-10-14
4669,2016-10-21
4670,2016-10-28
4671,2016-11-04
4672,2016-11-11
4673,2016-11-18
4674,2016-11-25
4675,2016-12-02
4676,2016-12-09
4677,2016-12-16
4678,2016-12-23
4679,2017-01-06
4680,2017-01-13
4681,2017-01-20
4682,2017-02-10
4683,2017-02-17
4684,2017-02-24
4685,2017-03-03
4686,2017-03-10
4687,2017-03-17
4688,2017-03-24
4689,2017-04-07
4690,2017-04-14
4691,2017-04-21
4692,2017-05-05
4693,2017-05-12
4694,2017-05-19
4695,2017-05-26
4696,2017-06-02
4697,2017-06-09
4698,2017-06-16
4699,2017-06-23
4700,2017-07-07
4701,2017-07-14
4702,2017-07-21
4703,2017-07-28
4704,2017-08-04
4705,2017-08-11
4706,2017-08-18
4707,2017-08-25
4708,2017-09-08
4709,2017-09-15
4710,2017-09-22
4711,2017-10-13
4712,2017-10-20
4713,2017-10-27
4714,2017-11-03
4715,2017-11-10
4716,2017-11-17
4717,2017-11-24
4718,2017-12-08
4719,2017-12-15
4720,2017-12-22
4721,2018-01-05
4722,2018-01-12
4723,2018-01-19
4724,2018-01-26
4725,2018-02-02
4726,2018-02-09
4727,2018-02-14
4728,2018-02-23
4729,2018-03-02
4730,2018-03-09
4731,2018-03-16
4732,2018-03-23
4733,2018-04-04
4734,2018-04-13
4735,2018-04-20
4736,2018-05-04
4737,2018-05-11
4738,2018-05-18
4739,2018-05-25
4740,2018-06-08
4741,2018-06-15
4742,2018-06-22
4743,2018-07-06
4744,2018-07-13
4745,2018-07-20
4746,2018-07-27
4747,2018-08-03
4748,2018-08-10
4749,2018-08-17
4750,2018-08-24
4751,2018-09-07
4752,2018-09-14
4753,2018-09-21
4754,2018-10-12
4755,2018-10-19
4756,2018-10-26
4757,2018-11-02
4758,2018-11-09
4759,2018-11-16
4760,2018-11-23
4761,2018-12-07
4762,2018-12-14
4763,2018-12-21
4764,2019-01-04
4765,2019-01-11
4766,2019-01-18
4767,2019-01-25
4768,2019-02-15
4769,2019-02-22
4770,2019-03-08
4771,2019-03-15
4772,2019-03-22
4773,2019-04-04
4774,2019-04-12
4775,2019-04-19
4776,2019-04-26
4777,2019-05-10
4778,2019-05-17
4779,2019-05-24
4780,1998-04-01
4781,1998-07-01
4782,1998-09-01
4783,1998-12-01
4784,1999-04-01
4785,1999-06-01
4786,1999-07-01
4787,1999-09-01
4788,1999-12-01
4789,2000-03-01
4790,2000-06-01
4791,2000-08-01
4792,2000-11-01
4793,2001-03-01
4794,2001-08-01
4795,2001-11-01
4796,2002-08-01
4797,2003-01-02
4798,2003-04-01
4799,2003-07-01
4800,2004-04-01
4801,2004-06-01
4802,2004-07-01
4803,2004-09-01
4804,2004-12-01
4805,2005-02-01
4806,2005-03-01
4807,2005-06-01
4808,2005-09-01
4809,2005-11-01
4810,2005-12-01
4811,2006-03-01
4812,2006-06-01
4813,2006-08-01
4814,2006-11-01
4815,2007-02-01
4816,2007-03-01
4817,2007-08-01
4818,2007-11-01
4819,2008-04-01
4820,2008-07-01
4821,2009-04-01
4822,2009-07-01
4823,2009-09-01
4824,2009-12-01
4825,2010-04-01
4826,2010-06-01
4827,2010-07-01
4828,2010-09-01
4829,2010-12-01
4830,2011-03-01
4831,2011-06-01
4832,2011-09-01
4833,2011-11-01
4834,2011-12-01
4835,2012-02-01
4836,2012-03-01
4837,2012-08-01
4838,2012-11-01
4839,2013-08-01
4840,2014-01-02
4841,2014-04-01
4842,2014-07-01
4843,2015-04-01
4844,2015-07-01
4845,2015-09-01
4846,2015-12-01
4847,2016-03-01
4848,2016-06-01
4849,2016-09-01
4850,2016-11-01
4851,2016-12-01
4852,2017-03-01
4853,2017-06-01
4854,2017-08-01
4855,2017-11-01
4856,2018-02-01
4857,2018-03-01
4858,2018-08-01
4859,2018-11-01
4860,1997-07-14
4861,1997-09-01
4862,1997-10-06
4863,1997-11-03
4864,1997-12-01
4865,1998-01-05
4866,1998-02-09
4867,1998-03-02
4868,1998-05-04
4869,1998-06-01
4870,1998-08-03
4871,1998-10-05
4872,1998-11-02
4873,1999-01-04
4874,1999-02-01
4875,1999-03-01
4876,1999-05-04
4877,1999-08-02
4878,1999-11-01
4879,2000-01-04
4880,2000-02-14
4881,2000-04-03
4882,2000-05-08
4883,2000-07-03
4884,2000-10-09
4885,2001-01-02
4886,2001-02-05
4887,2001-04-02
4888,2001-05-08
4889,2001-07-02
4890,2001-09-03
4891,2001-10-08
4892,2001-12-03
4893,2002-04-01
4894,2002-05-08
4895,2002-06-03
4896,2002-07-01
4897,2002-09-02
4898,2002-10-08
4899,2002-12-02
4900,2003-02-10
4901,2003-03-03
4902,2003-05-12
4903,2003-06-02
4904,2003-09-01
4905,2003-10-08
4906,2003-11-03
4907,2003-12-01
4908,2004-02-02
4909,2004-03-01
4910,2004-05-10
4911,2004-08-02
4912,2004-11-01
4913,2005-01-04
4914,2005-05-09
4915,2005-08-01
4916,2005-10-10
4917,2006-01-04
4918,2006-02-06
4919,2006-04-03
4920,2006-05-08
4921,2006-07-03
4922,2006-10-09
4923,2007-01-04
4924,2007-04-02
4925,2007-05-08
4926,2007-07-02
4927,2007-09-03
4928,2007-10-08
4929,2007-12-03
4930,2008-01-02
4931,2008-03-03
4932,2008-05-05
4933,2008-06-02
4934,2008-09-01
4935,2008-10-06
4936,2008-11-03
4937,2008-12-01
4938,2009-01-05
4939,2009-02-02
4940,2009-03-02
4941,2009-05-04
4942,2009-06-01
4943,2009-08-03
4944,2009-11-02
4945,2010-01-04
4946,2010-02-01
4947,2010-03-01
4948,2010-05-04
4949,2010-08-02
4950,2010-11-01
4951,2011-01-04
4952,2011-05-03
4953,2011-08-01
4954,2011-10-10
4955,2012-01-04
4956,2012-04-05
4957,2012-05-02
4958,2012-07-02
4959,2012-09-03
4960,2012-10-08
4961,2012-12-03
4962,2013-04-01
4963,2013-05-02
4964,2013-06-03
4965,2013-07-01
4966,2013-09-02
4967,2013-10-08
4968,2013-12-02
4969,2014-03-03
4970,2014-05-05
4971,2014-06-03
4972,2014-09-01
4973,2014-10-08
4974,2014-11-03
4975,2014-12-01
4976,2015-01-05
4977,2015-02-02
4978,2015-03-02
4979,2015-05-04
4980,2015-06-01
4981,2015-08-03
4982,2015-10-08
4983,2015-11-02
4984,2016-01-04
4985,2016-02-01
4986,2016-05-03
4987,2016-08-01
4988,2016-10-10
4989,2017-01-03
4990,2017-04-05
4991,2017-05-02
4992,2017-07-03
4993,2017-10-09
4994,2018-01-02
4995,2018-04-02
4996,2018-05-02
4997,2018-07-02
4998,2018-09-03
4999,2018-10-08
5000,2018-12-03
5001,2019-01-02
5002,2019-04-01
5003,2019-05-06
5004,1997-08-01
5005,2000-09-01
5006,2000-12-01
5007,2001-06-01
5008,2002-01-04
5009,2002-02-01
5010,2002-03-01
5011,2002-11-01
5012,2003-08-01
5013,2004-01-02
5014,2005-04-01
5015,2005-07-01
5016,2006-09-01
5017,2006-12-01
5018,2007-06-01
5019,2008-02-01
5020,2008-08-01
5021,2011-02-01
5022,2011-04-01
5023,2011-07-01
5024,2012-06-01
5025,2013-01-04
5026,2013-02-01
5027,2013-03-01
5028,2013-11-01
5029,2014-08-01
5030,2016-04-01
5031,2016-07-01
5032,2017-09-01
5033,2017-12-01
5034,2018-06-01
5035,2019-02-01
5036,2019-03-01
5037,1999-10-08
5038,2004-10-08
5039,2009-10-09
5040,2010-10-08
5041,2014-02-07
5042,2017-02-03
5043,1997-07-31
5044,1998-03-31
5045,1998-06-30
5046,1999-03-31
5047,1999-06-30
5048,1999-08-31
5049,1999-11-30
5050,2000-02-29
5051,2000-05-31
5052,2000-08-31
5053,2000-10-31
5054,2000-11-30
5055,2001-02-28
5056,2001-05-31
5057,2001-07-31
5058,2001-10-31
5059,2002-01-31
5060,2002-02-28
5061,2002-07-31
5062,2002-10-31
5063,2002-12-31
5064,2003-07-31
5065,2003-12-31
5066,2004-03-31
5067,2004-06-30
5068,2004-08-31
5069,2004-11-30
5070,2005-03-31
5071,2005-05-31
5072,2005-06-30
5073,2005-08-31
5074,2005-11-30
5075,2006-02-28
5076,2006-05-31
5077,2006-08-31
5078,2006-10-31
5079,2006-11-30
5080,2007-01-31
5081,2007-02-28
5082,2007-05-31
5083,2007-07-31
5084,2007-10-31
5085,2008-01-31
5086,2008-07-31
5087,2009-03-31
5088,2009-06-30
5089,2010-03-31
5090,2010-06-30
5091,2010-08-31
5092,2010-11-30
5093,2011-03-31
5094,2011-05-31
5095,2011-06-30
5096,2011-08-31
5097,2011-11-30
5098,2012-01-31
5099,2012-02-29
5100,2012-05-31
5101,2012-07-31
5102,2012-10-31
5103,2013-01-31
5104,2013-02-28
5105,2013-07-31
5106,2013-10-31
5107,2013-12-31
5108,2014-07-31
5109,2015-03-31
5110,2015-06-30
5111,2016-03-31
5112,2016-05-31
5113,2016-06-30
5114,2016-08-31
5115,2016-11-30
5116,2017-02-28
5117,2017-08-31
5118,2017-10-31
5119,2017-11-30
5120,2018-01-31
5121,2018-02-28
5122,2018-05-31
5123,2018-07-31
5124,2018-10-31
5125,2019-01-31
5126,2019-02-28
5127,1998-08-31
5128,1998-11-30
5129,1999-05-31
5130,2000-07-31
5131,2001-12-31
5132,2003-03-31
5133,2003-06-30
5134,2004-05-31
5135,2005-01-31
5136,2005-02-28
5137,2005-10-31
5138,2006-07-31
5139,2008-03-31
5140,2008-06-30
5141,2009-08-31
5142,2009-11-30
5143,2010-05-31
5144,2011-01-31
5145,2011-02-28
5146,2011-10-31
5147,2012-12-31
5148,2014-03-31
5149,2014-06-30
5150,2015-08-31
5151,2015-11-30
5152,2016-02-29
5153,2016-10-31
5154,2017-05-31
5155,2017-07-31
5156,1997-08-29
5157,1997-09-30
5158,1997-10-31
5159,1997-11-28
5160,1997-12-31
5161,1998-01-23
5162,1998-02-27
5163,1998-04-30
5164,1998-05-29
5165,1998-07-31
5166,1998-09-30
5167,1998-10-30
5168,1998-12-31
5169,1999-01-29
5170,1999-02-09
5171,1999-04-30
5172,1999-07-30
5173,1999-09-30
5174,1999-10-29
5175,1999-12-30
5176,2000-01-28
5177,2000-03-31
5178,2000-04-28
5179,2000-06-30
5180,2000-09-29
5181,2000-12-29
5182,2001-01-19
5183,2001-03-30
5184,2001-06-29
5185,2001-08-31
5186,2001-09-28
5187,2001-11-30
5188,2002-03-29
5189,2002-04-30
5190,2002-05-31
5191,2002-06-28
5192,2002-08-30
5193,2002-09-27
5194,2002-11-29
5195,2003-01-29
5196,2003-02-28
5197,2003-04-30
5198,2003-05-30
5199,2003-08-29
5200,2003-09-30
5201,2003-10-31
5202,2003-11-28
5203,2004-01-30
5204,2004-02-27
5205,2004-04-30
5206,2004-07-30
5207,2004-09-30
5208,2004-10-29
5209,2004-12-31
5210,2005-04-29
5211,2005-07-29
5212,2005-09-30
5213,2005-12-30
5214,2006-01-25
5215,2006-03-31
5216,2006-04-28
5217,2006-06-30
5218,2006-09-29
5219,2006-12-29
5220,2007-03-30
5221,2007-06-29
5222,2007-08-31
5223,2007-09-28
5224,2007-11-30
5225,2007-12-28
5226,2008-02-29
5227,2008-04-30
5228,2008-05-30
5229,2008-08-29
5230,2008-09-26
5231,2008-10-31
5232,2008-11-28
5233,2008-12-31
5234,2009-01-23
5235,2009-02-27
5236,2009-04-30
5237,2009-05-27
5238,2009-07-31
5239,2009-09-30
5240,2009-10-30
5241,2009-12-31
5242,2010-01-29
5243,2010-02-26
5244,2010-04-30
5245,2010-07-30
5246,2010-09-30
5247,2010-10-29
5248,2010-12-31
5249,2011-04-29
5250,2011-07-29
5251,2011-09-30
5252,2011-12-30
5253,2012-03-30
5254,2012-04-27
5255,2012-06-29
5256,2012-08-31
5257,2012-09-28
5258,2012-11-30
5259,2013-03-29
5260,2013-04-26
5261,2013-05-31
5262,2013-06-28
5263,2013-08-30
5264,2013-11-29
5265,2014-01-30
5266,2014-02-28
5267,2014-04-30
5268,2014-05-30
5269,2014-08-29
5270,2014-09-30
5271,2014-10-31
5272,2014-11-28
5273,2014-12-31
5274,2015-01-30
5275,2015-02-27
5276,2015-04-30
5277,2015-05-29
5278,2015-07-31
5279,2015-09-30
5280,2015-10-30
5281,2015-12-31
5282,2016-01-29
5283,2016-04-29
5284,2016-07-29
5285,2016-09-30
5286,2016-12-30
5287,2017-01-26
5288,2017-03-31
5289,2017-04-28
5290,2017-06-30
5291,2017-09-29
5292,2017-12-29
5293,2018-03-30
5294,2018-04-27
5295,2018-06-29
5296,2018-08-31
5297,2018-09-28
5298,2018-11-30
5299,2018-12-28
5300,2019-03-29
5301,2019-04-30
5302,2019-05-31
5303,2001-04-30
5304,2007-04-30
5305,2013-09-30
